A1: 3 MB malloc, 13 MB malloc, -5 MB malloc, 18 MB malloc, 16 MB malloc, 0 MB malloc, 2 MB malloc, 19 MB malloc, 23 MB malloc, 6 MB malloc
A895: 2 MB malloc, 3 MB malloc, 3 MB malloc, 8 MB malloc, 6 MB malloc, 8 MB malloc, 10 MB malloc, 9 MB malloc, 13 MB malloc, 14 MB malloc
A896: 19 MB malloc, 20 MB malloc, 20 MB malloc, 25 MB malloc, 23 MB malloc, 25 MB malloc, 27 MB malloc, 26 MB malloc, 30 MB malloc, 31 MB malloc
A897: 11 MB malloc, 13 MB malloc, 11 MB malloc, 18 MB malloc, 16 MB malloc, 16 MB malloc, 18 MB malloc, 19 MB malloc, 23 MB malloc, 22 MB malloc
A898: 3 MB malloc, 5 MB malloc, 3 MB malloc, 10 MB malloc, 8 MB malloc, 8 MB malloc, 10 MB malloc, 11 MB malloc, 15 MB malloc, 14 MB malloc
A899: 11 MB malloc, 18 MB malloc, 6 MB malloc, 23 MB malloc, 21 MB malloc, 11 MB malloc, 13 MB malloc, 24 MB malloc, 28 MB malloc, 17 MB malloc
A900: 20 MB malloc, 23 MB malloc, 19 MB malloc, 28 MB malloc, 26 MB malloc, 24 MB malloc, 26 MB malloc, 29 MB malloc, 33 MB malloc, 30 MB malloc
A901: 22 MB malloc, 29 MB malloc, 17 MB malloc, 34 MB malloc, 32 MB malloc, 22 MB malloc, 24 MB malloc, 35 MB malloc, 39 MB malloc, 28 MB malloc
A902: 10 MB malloc, 12 MB malloc, 10 MB malloc, 17 MB malloc, 15 MB malloc, 15 MB malloc, 17 MB malloc, 18 MB malloc, 22 MB malloc, 21 MB malloc
A903: 5 MB malloc, 6 MB malloc, 6 MB malloc, 11 MB malloc, 9 MB malloc, 11 MB malloc, 13 MB malloc, 12 MB malloc, 16 MB malloc, 17 MB malloc
A904: 29 MB malloc, 31 MB malloc, 29 MB malloc, 36 MB malloc, 34 MB malloc, 34 MB malloc, 36 MB malloc, 37 MB malloc, 41 MB malloc, 40 MB malloc
A905: 23 MB malloc, 30 MB malloc, 18 MB malloc, 35 MB malloc, 33 MB malloc, 23 MB malloc, 25 MB malloc, 36 MB malloc, 40 MB malloc, 29 MB malloc
A906: 18 MB malloc, 21 MB malloc, 17 MB malloc, 26 MB malloc, 24 MB malloc, 22 MB malloc, 24 MB malloc, 27 MB malloc, 31 MB malloc, 28 MB malloc
A907: 4 MB malloc, 5 MB malloc, 5 MB malloc, 10 MB malloc, 8 MB malloc, 10 MB malloc, 12 MB malloc, 11 MB malloc, 15 MB malloc, 16 MB malloc
A908: 30 MB malloc, 31 MB malloc, 31 MB malloc, 36 MB malloc, 34 MB malloc, 36 MB malloc, 38 MB malloc, 37 MB malloc, 41 MB malloc, 42 MB malloc
A909: 5 MB malloc, 7 MB malloc, 5 MB malloc, 12 MB malloc, 10 MB malloc, 10 MB malloc, 12 MB malloc, 13 MB malloc, 17 MB malloc, 16 MB malloc
A910: 13 MB malloc, 21 MB malloc, 7 MB malloc, 26 MB malloc, 24 MB malloc, 12 MB malloc, 14 MB malloc, 27 MB malloc, 31 MB malloc, 18 MB malloc
A911: 13 MB malloc, 16 MB malloc, 12 MB malloc, 21 MB malloc, 19 MB malloc, 17 MB malloc, 19 MB malloc, 22 MB malloc, 26 MB malloc, 23 MB malloc
A912: 11 MB malloc, 12 MB malloc, 12 MB malloc, 17 MB malloc, 15 MB malloc, 17 MB malloc, 19 MB malloc, 18 MB malloc, 22 MB malloc, 23 MB malloc
A913: 19 MB malloc, 24 MB malloc, 16 MB malloc, 29 MB malloc, 27 MB malloc, 21 MB malloc, 23 MB malloc, 30 MB malloc, 34 MB malloc, 27 MB malloc
A914: 5 MB malloc, 9 MB malloc, 3 MB malloc, 14 MB malloc, 12 MB malloc, 8 MB malloc, 10 MB malloc, 15 MB malloc, 19 MB malloc, 14 MB malloc
A915: 26 MB malloc, 27 MB malloc, 27 MB malloc, 32 MB malloc, 30 MB malloc, 32 MB malloc, 34 MB malloc, 33 MB malloc, 37 MB malloc, 38 MB malloc
A916: 25 MB malloc, 26 MB malloc, 26 MB malloc, 31 MB malloc, 29 MB malloc, 31 MB malloc, 33 MB malloc, 32 MB malloc, 36 MB malloc, 37 MB malloc
A917: 7 MB malloc, 13 MB malloc, 3 MB malloc, 18 MB malloc, 16 MB malloc, 8 MB malloc, 10 MB malloc, 19 MB malloc, 23 MB malloc, 14 MB malloc
A918: 29 MB malloc, 30 MB malloc, 30 MB malloc, 35 MB malloc, 33 MB malloc, 35 MB malloc, 37 MB malloc, 36 MB malloc, 40 MB malloc, 41 MB malloc
A919: 28 MB malloc, 30 MB malloc, 28 MB malloc, 35 MB malloc, 33 MB malloc, 33 MB malloc, 35 MB malloc, 36 MB malloc, 40 MB malloc, 39 MB malloc
A920: 6 MB malloc, 9 MB malloc, 5 MB malloc, 14 MB malloc, 12 MB malloc, 10 MB malloc, 12 MB malloc, 15 MB malloc, 19 MB malloc, 16 MB malloc
A921: 18 MB malloc, 19 MB malloc, 19 MB malloc, 24 MB malloc, 22 MB malloc, 24 MB malloc, 26 MB malloc, 25 MB malloc, 29 MB malloc, 30 MB malloc
A922: 11 MB malloc, 15 MB malloc, 9 MB malloc, 20 MB malloc, 18 MB malloc, 14 MB malloc, 16 MB malloc, 21 MB malloc, 25 MB malloc, 20 MB malloc
A923: 20 MB malloc, 24 MB malloc, 18 MB malloc, 29 MB malloc, 27 MB malloc, 23 MB malloc, 25 MB malloc, 30 MB malloc, 34 MB malloc, 29 MB malloc
A924: 29 MB malloc, 30 MB malloc, 30 MB malloc, 35 MB malloc, 33 MB malloc, 35 MB malloc, 37 MB malloc, 36 MB malloc, 40 MB malloc, 41 MB malloc
A925: 13 MB malloc, 15 MB malloc, 13 MB malloc, 20 MB malloc, 18 MB malloc, 18 MB malloc, 20 MB malloc, 21 MB malloc, 25 MB malloc, 24 MB malloc
A926: 6 MB malloc, 7 MB malloc, 7 MB malloc, 12 MB malloc, 10 MB malloc, 12 MB malloc, 14 MB malloc, 13 MB malloc, 17 MB malloc, 18 MB malloc
A927: 10 MB malloc, 14 MB malloc, 8 MB malloc, 19 MB malloc, 17 MB malloc, 13 MB malloc, 15 MB malloc, 20 MB malloc, 24 MB malloc, 19 MB malloc
A928: 2 MB malloc, 3 MB malloc, 3 MB malloc, 8 MB malloc, 6 MB malloc, 8 MB malloc, 10 MB malloc, 9 MB malloc, 13 MB malloc, 14 MB malloc
A929: 12 MB malloc, 16 MB malloc, 10 MB malloc, 21 MB malloc, 19 MB malloc, 15 MB malloc, 17 MB malloc, 22 MB malloc, 26 MB malloc, 21 MB malloc
A930: 27 MB malloc, 29 MB malloc, 27 MB malloc, 34 MB malloc, 32 MB malloc, 32 MB malloc, 34 MB malloc, 35 MB malloc, 39 MB malloc, 38 MB malloc
A931: 14 MB malloc, 22 MB malloc, 8 MB malloc, 27 MB malloc, 25 MB malloc, 13 MB malloc, 15 MB malloc, 28 MB malloc, 32 MB malloc, 19 MB malloc
A932: 23 MB malloc, 30 MB malloc, 18 MB malloc, 35 MB malloc, 33 MB malloc, 23 MB malloc, 25 MB malloc, 36 MB malloc, 40 MB malloc, 29 MB malloc
A933: 11 MB malloc, 14 MB malloc, 10 MB malloc, 19 MB malloc, 17 MB malloc, 15 MB malloc, 17 MB malloc, 20 MB malloc, 24 MB malloc, 21 MB malloc
A934: 13 MB malloc, 14 MB malloc, 14 MB malloc, 19 MB malloc, 17 MB malloc, 19 MB malloc, 21 MB malloc, 20 MB malloc, 24 MB malloc, 25 MB malloc
A935: 11 MB malloc, 14 MB malloc, 10 MB malloc, 19 MB malloc, 17 MB malloc, 15 MB malloc, 17 MB malloc, 20 MB malloc, 24 MB malloc, 21 MB malloc
A936: 6 MB malloc, 12 MB malloc, 2 MB malloc, 17 MB malloc, 15 MB malloc, 7 MB malloc, 9 MB malloc, 18 MB malloc, 22 MB malloc, 13 MB malloc
A937: 25 MB malloc, 28 MB malloc, 24 MB malloc, 33 MB malloc, 31 MB malloc, 29 MB malloc, 31 MB malloc, 34 MB malloc, 38 MB malloc, 35 MB malloc
A938: 29 MB malloc, 31 MB malloc, 29 MB malloc, 36 MB malloc, 34 MB malloc, 34 MB malloc, 36 MB malloc, 37 MB malloc, 41 MB malloc, 40 MB malloc
A939: 5 MB malloc, 11 MB malloc, 1 MB malloc, 16 MB malloc, 14 MB malloc, 6 MB malloc, 8 MB malloc, 17 MB malloc, 21 MB malloc, 12 MB malloc
A940: 13 MB malloc, 17 MB malloc, 11 MB malloc, 22 MB malloc, 20 MB malloc, 16 MB malloc, 18 MB malloc, 23 MB malloc, 27 MB malloc, 22 MB malloc
A941: 12 MB malloc, 13 MB malloc, 13 MB malloc, 18 MB malloc, 16 MB malloc, 18 MB malloc, 20 MB malloc, 19 MB malloc, 23 MB malloc, 24 MB malloc
A942: 8 MB malloc, 9 MB malloc, 9 MB malloc, 14 MB malloc, 12 MB malloc, 14 MB malloc, 16 MB malloc, 15 MB malloc, 19 MB malloc, 20 MB malloc
A943: 8 MB malloc, 11 MB malloc, 7 MB malloc, 16 MB malloc, 14 MB malloc, 12 MB malloc, 14 MB malloc, 17 MB malloc, 21 MB malloc, 18 MB malloc
A944: 10 MB malloc, 19 MB malloc, 3 MB malloc, 24 MB malloc, 22 MB malloc, 8 MB malloc, 10 MB malloc, 25 MB malloc, 29 MB malloc, 14 MB malloc
A945: 16 MB malloc, 22 MB malloc, 12 MB malloc, 27 MB malloc, 25 MB malloc, 17 MB malloc, 19 MB malloc, 28 MB malloc, 32 MB malloc, 23 MB malloc
A946: 9 MB malloc, 14 MB malloc, 6 MB malloc, 19 MB malloc, 17 MB malloc, 11 MB malloc, 13 MB malloc, 20 MB malloc, 24 MB malloc, 17 MB malloc
A947: 16 MB malloc, 18 MB malloc, 16 MB malloc, 23 MB malloc, 21 MB malloc, 21 MB malloc, 23 MB malloc, 24 MB malloc, 28 MB malloc, 27 MB malloc
A948: 6 MB malloc, 7 MB malloc, 7 MB malloc, 12 MB malloc, 10 MB malloc, 12 MB malloc, 14 MB malloc, 13 MB malloc, 17 MB malloc, 18 MB malloc
A949: 1 MB malloc, 2 MB malloc, 2 MB malloc, 7 MB malloc, 5 MB malloc, 7 MB malloc, 9 MB malloc, 8 MB malloc, 12 MB malloc, 13 MB malloc
A950: 29 MB malloc, 30 MB malloc, 30 MB malloc, 35 MB malloc, 33 MB malloc, 35 MB malloc, 37 MB malloc, 36 MB malloc, 40 MB malloc, 41 MB malloc
A951: 13 MB malloc, 18 MB malloc, 10 MB malloc, 23 MB malloc, 21 MB malloc, 15 MB malloc, 17 MB malloc, 24 MB malloc, 28 MB malloc, 21 MB malloc
A952: 8 MB malloc, 9 MB malloc, 9 MB malloc, 14 MB malloc, 12 MB malloc, 14 MB malloc, 16 MB malloc, 15 MB malloc, 19 MB malloc, 20 MB malloc
A953: 8 MB malloc, 12 MB malloc, 6 MB malloc, 17 MB malloc, 15 MB malloc, 11 MB malloc, 13 MB malloc, 18 MB malloc, 22 MB malloc, 17 MB malloc
A954: 7 MB malloc, 9 MB malloc, 7 MB malloc, 14 MB malloc, 12 MB malloc, 12 MB malloc, 14 MB malloc, 15 MB malloc, 19 MB malloc, 18 MB malloc
A955: 5 MB malloc, 14 MB malloc, -2 MB malloc, 19 MB malloc, 17 MB malloc, 3 MB malloc, 5 MB malloc, 20 MB malloc, 24 MB malloc, 9 MB malloc
A956: 22 MB malloc, 29 MB malloc, 17 MB malloc, 34 MB malloc, 32 MB malloc, 22 MB malloc, 24 MB malloc, 35 MB malloc, 39 MB malloc, 28 MB malloc
A957: 28 MB malloc, 37 MB malloc, 21 MB malloc, 42 MB malloc, 40 MB malloc, 26 MB malloc, 28 MB malloc, 43 MB malloc, 47 MB malloc, 32 MB malloc
A958: 19 MB malloc, 20 MB malloc, 20 MB malloc, 25 MB malloc, 23 MB malloc, 25 MB malloc, 27 MB malloc, 26 MB malloc, 30 MB malloc, 31 MB malloc
A959: 28 MB malloc, 33 MB malloc, 25 MB malloc, 38 MB malloc, 36 MB malloc, 30 MB malloc, 32 MB malloc, 39 MB malloc, 43 MB malloc, 36 MB malloc
A960: 25 MB malloc, 28 MB malloc, 24 MB malloc, 33 MB malloc, 31 MB malloc, 29 MB malloc, 31 MB malloc, 34 MB malloc, 38 MB malloc, 35 MB malloc
A961: 10 MB malloc, 12 MB malloc, 10 MB malloc, 17 MB malloc, 15 MB malloc, 15 MB malloc, 17 MB malloc, 18 MB malloc, 22 MB malloc, 21 MB malloc
A962: 20 MB malloc, 21 MB malloc, 21 MB malloc, 26 MB malloc, 24 MB malloc, 26 MB malloc, 28 MB malloc, 27 MB malloc, 31 MB malloc, 32 MB malloc
A963: 5 MB malloc, 7 MB malloc, 5 MB malloc, 12 MB malloc, 10 MB malloc, 10 MB malloc, 12 MB malloc, 13 MB malloc, 17 MB malloc, 16 MB malloc
A964: 13 MB malloc, 16 MB malloc, 12 MB malloc, 21 MB malloc, 19 MB malloc, 17 MB malloc, 19 MB malloc, 22 MB malloc, 26 MB malloc, 23 MB malloc
A965: 9 MB malloc, 13 MB malloc, 7 MB malloc, 18 MB malloc, 16 MB malloc, 12 MB malloc, 14 MB malloc, 19 MB malloc, 23 MB malloc, 18 MB malloc
A966: 23 MB malloc, 27 MB malloc, 21 MB malloc, 32 MB malloc, 30 MB malloc, 26 MB malloc, 28 MB malloc, 33 MB malloc, 37 MB malloc, 32 MB malloc
A967: 22 MB malloc, 23 MB malloc, 23 MB malloc, 28 MB malloc, 26 MB malloc, 28 MB malloc, 30 MB malloc, 29 MB malloc, 33 MB malloc, 34 MB malloc
A968: 19 MB malloc, 24 MB malloc, 16 MB malloc, 29 MB malloc, 27 MB malloc, 21 MB malloc, 23 MB malloc, 30 MB malloc, 34 MB malloc, 27 MB malloc
A969: 21 MB malloc, 23 MB malloc, 21 MB malloc, 28 MB malloc, 26 MB malloc, 26 MB malloc, 28 MB malloc, 29 MB malloc, 33 MB malloc, 32 MB malloc
A970: 24 MB malloc, 25 MB malloc, 25 MB malloc, 30 MB malloc, 28 MB malloc, 30 MB malloc, 32 MB malloc, 31 MB malloc, 35 MB malloc, 36 MB malloc
A971: 17 MB malloc, 18 MB malloc, 18 MB malloc, 23 MB malloc, 21 MB malloc, 23 MB malloc, 25 MB malloc, 24 MB malloc, 28 MB malloc, 29 MB malloc
A972: 11 MB malloc, 12 MB malloc, 12 MB malloc, 17 MB malloc, 15 MB malloc, 17 MB malloc, 19 MB malloc, 18 MB malloc, 22 MB malloc, 23 MB malloc
A973: 24 MB malloc, 27 MB malloc, 23 MB malloc, 32 MB malloc, 30 MB malloc, 28 MB malloc, 30 MB malloc, 33 MB malloc, 37 MB malloc, 34 MB malloc
A974: 26 MB malloc, 27 MB malloc, 27 MB malloc, 32 MB malloc, 30 MB malloc, 32 MB malloc, 34 MB malloc, 33 MB malloc, 37 MB malloc, 38 MB malloc
A975: 3 MB malloc, 10 MB malloc, -2 MB malloc, 15 MB malloc, 13 MB malloc, 3 MB malloc, 5 MB malloc, 16 MB malloc, 20 MB malloc, 9 MB malloc
A976: 29 MB malloc, 31 MB malloc, 29 MB malloc, 36 MB malloc, 34 MB malloc, 34 MB malloc, 36 MB malloc, 37 MB malloc, 41 MB malloc, 40 MB malloc
A977: 17 MB malloc, 22 MB malloc, 14 MB malloc, 27 MB malloc, 25 MB malloc, 19 MB malloc, 21 MB malloc, 28 MB malloc, 32 MB malloc, 25 MB malloc
A978: 6 MB malloc, 8 MB malloc, 6 MB malloc, 13 MB malloc, 11 MB malloc, 11 MB malloc, 13 MB malloc, 14 MB malloc, 18 MB malloc, 17 MB malloc
A979: 14 MB malloc, 15 MB malloc, 15 MB malloc, 20 MB malloc, 18 MB malloc, 20 MB malloc, 22 MB malloc, 21 MB malloc, 25 MB malloc, 26 MB malloc
A980: 4 MB malloc, 5 MB malloc, 5 MB malloc, 10 MB malloc, 8 MB malloc, 10 MB malloc, 12 MB malloc, 11 MB malloc, 15 MB malloc, 16 MB malloc
A981: 10 MB malloc, 17 MB malloc, 5 MB malloc, 22 MB malloc, 20 MB malloc, 10 MB malloc, 12 MB malloc, 23 MB malloc, 27 MB malloc, 16 MB malloc
A982: 5 MB malloc, 9 MB malloc, 3 MB malloc, 14 MB malloc, 12 MB malloc, 8 MB malloc, 10 MB malloc, 15 MB malloc, 19 MB malloc, 14 MB malloc
A983: 25 MB malloc, 29 MB malloc, 23 MB malloc, 34 MB malloc, 32 MB malloc, 28 MB malloc, 30 MB malloc, 35 MB malloc, 39 MB malloc, 34 MB malloc
A984: 21 MB malloc, 29 MB malloc, 15 MB malloc, 34 MB malloc, 32 MB malloc, 20 MB malloc, 22 MB malloc, 35 MB malloc, 39 MB malloc, 26 MB malloc
A985: 5 MB malloc, 6 MB malloc, 6 MB malloc, 11 MB malloc, 9 MB malloc, 11 MB malloc, 13 MB malloc, 12 MB malloc, 16 MB malloc, 17 MB malloc
A986: 26 MB malloc, 27 MB malloc, 27 MB malloc, 32 MB malloc, 30 MB malloc, 32 MB malloc, 34 MB malloc, 33 MB malloc, 37 MB malloc, 38 MB malloc
A987: 3 MB malloc, 4 MB malloc, 4 MB malloc, 9 MB malloc, 7 MB malloc, 9 MB malloc, 11 MB malloc, 10 MB malloc, 14 MB malloc, 15 MB malloc
A988: 27 MB malloc, 29 MB malloc, 27 MB malloc, 34 MB malloc, 32 MB malloc, 32 MB malloc, 34 MB malloc, 35 MB malloc, 39 MB malloc, 38 MB malloc
A989: 21 MB malloc, 26 MB malloc, 18 MB malloc, 31 MB malloc, 29 MB malloc, 23 MB malloc, 25 MB malloc, 32 MB malloc, 36 MB malloc, 29 MB malloc
A990: 4 MB malloc, 8 MB malloc, 2 MB malloc, 13 MB malloc, 11 MB malloc, 7 MB malloc, 9 MB malloc, 14 MB malloc, 18 MB malloc, 13 MB malloc
A991: 2 MB malloc, 3 MB malloc, 3 MB malloc, 8 MB malloc, 6 MB malloc, 8 MB malloc, 10 MB malloc, 9 MB malloc, 13 MB malloc, 14 MB malloc
A992: 3 MB malloc, 4 MB malloc, 4 MB malloc, 9 MB malloc, 7 MB malloc, 9 MB malloc, 11 MB malloc, 10 MB malloc, 14 MB malloc, 15 MB malloc
A993: 21 MB malloc, 25 MB malloc, 19 MB malloc, 30 MB malloc, 28 MB malloc, 24 MB malloc, 26 MB malloc, 31 MB malloc, 35 MB malloc, 30 MB malloc
A994: 22 MB malloc, 29 MB malloc, 17 MB malloc, 34 MB malloc, 32 MB malloc, 22 MB malloc, 24 MB malloc, 35 MB malloc, 39 MB malloc, 28 MB malloc
A995: 23 MB malloc, 27 MB malloc, 21 MB malloc, 32 MB malloc, 30 MB malloc, 26 MB malloc, 28 MB malloc, 33 MB malloc, 37 MB malloc, 32 MB malloc
A996: 20 MB malloc, 27 MB malloc, 15 MB malloc, 32 MB malloc, 30 MB malloc, 20 MB malloc, 22 MB malloc, 33 MB malloc, 37 MB malloc, 26 MB malloc
A997: 29 MB malloc, 33 MB malloc, 27 MB malloc, 38 MB malloc, 36 MB malloc, 32 MB malloc, 34 MB malloc, 39 MB malloc, 43 MB malloc, 38 MB malloc
A998: 29 MB malloc, 38 MB malloc, 22 MB malloc, 43 MB malloc, 41 MB malloc, 27 MB malloc, 29 MB malloc, 44 MB malloc, 48 MB malloc, 33 MB malloc
A999: 22 MB malloc, 23 MB malloc, 23 MB malloc, 28 MB malloc, 26 MB malloc, 28 MB malloc, 30 MB malloc, 29 MB malloc, 33 MB malloc, 34 MB malloc
A1000: 29 MB malloc, 34 MB malloc, 26 MB malloc, 39 MB malloc, 37 MB malloc, 31 MB malloc, 33 MB malloc, 40 MB malloc, 44 MB malloc, 37 MB malloc
